EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,EmployeeCount,Over18,StandardHours,Attrition
1287,57,Female,Single,Research & Development,Technical Degree,3,Travel_Rarely,29,Manufacturing Director,1,3,3,4,1,3,4,1,35,18,6,10,9,6,0,No,23,6522,524,50,12730,1,Y,80,No
1288,28,Male,Married,Sales,Life Sciences,5,Travel_Rarely,3,Manager,1,4,2,1,4,1,3,2,9,4,1,1,1,3,1,No,15,3999,810,71,23482,1,Y,80,No
1289,22,Female,Single,Research & Development,Medical,3,Travel_Rarely,26,Sales Representative,4,4,2,1,2,3,3,7,4,1,0,0,0,0,0,No,21,11216,989,47,9483,1,Y,80,No
1290,44,Female,Single,Research & Development,Life Sciences,1,Travel_Frequently,26,Manager,1,1,2,1,3,4,3,1,23,10,1,2,6,3,1,No,20,7131,1058,83,15706,1,Y,80,No
1291,28,Male,Divorced,Sales,Medical,4,Travel_Frequently,23,Manager,3,3,3,3,4,3,3,4,8,7,4,0,2,0,1,Yes,17,9787,1392,34,10071,1,Y,80,No
1292,54,Female,Married,Sales,Life Sciences,4,Travel_Frequently,15,Manufacturing Director,4,1,4,4,4,3,3,9,34,9,3,2,4,3,1,Yes,20,13820,338,48,6908,1,Y,80,No
1293,37,Female,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,15,Research Scientist,3,2,3,1,1,2,3,9,18,17,1,2,7,3,1,No,21,11344,161,71,23499,1,Y,80,No
1294,18,Female,Single,Research & Development,Life Sciences,1,Travel_Rarely,13,Sales Executive,1,2,1,1,2,3,3,9,0,0,0,0,0,2,0,No,17,3959,1013,90,7783,1,Y,80,Yes
1295,58,Female,Married,Sales,Marketing,1,Travel_Rarely,1,Manufacturing Director,4,3,3,2,2,3,3,1,36,17,4,7,9,3,0,No,23,13987,328,55,16576,1,Y,80,No
1296,40,Male,Married,Human Resources,Other,5,Travel_Rarely,15,Manufacturing Director,1,2,2,2,4,2,4,1,17,11,1,5,7,4,3,No,11,5762,307,48,10790,1,Y,80,No
1297,29,Male,Married,Sales,Marketing,3,Travel_Rarely,7,Manager,2,4,1,1,4,3,3,1,9,7,5,0,1,5,0,Yes,15,7077,484,95,17330,1,Y,80,Yes
1298,47,Male,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,6,Human Resources,1,2,1,3,3,3,4,7,29,9,4,2,2,2,0,No,16,6982,1114,66,21850,1,Y,80,No
1299,40,Male,Single,Sales,Human Resources,5,Travel_Rarely,2,Sales Representative,3,4,4,4,1,3,3,1,22,6,2,2,4,0,0,No,23,11804,187,44,15815,1,Y,80,No
1300,19,Male,Divorced,Human Resources,Marketing,1,Travel_Rarely,14,Research Director,4,4,2,1,4,3,3,4,0,0,0,0,0,3,3,No,18,10660,644,92,5678,1,Y,80,No
1301,50,Female,Divorced,Sales,Medical,2,Travel_Rarely,2,Manager,4,3,1,1,3,3,3,8,32,13,2,2,1,6,2,No,24,13390,247,32,9185,1,Y,80,No
1302,35,Male,Married,Research & Development,Marketing,5,Travel_Rarely,25,Human Resources,1,1,1,1,2,3,3,4,13,9,5,5,1,2,0,Yes,25,5227,1275,82,8055,1,Y,80,No
1303,48,Male,Married,Research & Development,Human Resources,3,Travel_Rarely,26,Human Resources,2,3,3,1,2,3,3,9,27,23,18,10,17,0,0,No,17,10095,1167,94,19218,1,Y,80,No
1304,56,Female,Married,Sales,Medical,1,Travel_Rarely,24,Research Scientist,1,2,4,2,2,3,3,4,34,8,1,4,1,6,1,Yes,21,6889,223,70,19316,1,Y,80,No
1305,44,Male,Single,Research & Development,Medical,4,Travel_Rarely,9,Manager,2,2,2,1,2,3,3,3,25,21,4,5,17,2,0,No,14,9691,483,94,5583,1,Y,80,No
1306,46,Male,Divorced,Sales,Medical,1,Travel_Rarely,5,Healthcare Representative,2,2,1,2,4,3,3,9,24,5,3,1,3,2,0,No,12,8840,744,74,17349,1,Y,80,No
1307,28,Female,Married,Research & Development,Life Sciences,4,Non-Travel,15,Human Resources,4,2,2,1,4,4,3,5,9,8,1,2,1,2,1,No,18,9498,739,72,13600,1,Y,80,No
1308,28,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,20,Manager,4,2,3,3,1,2,4,1,9,8,1,2,1,5,1,No,15,11559,334,37,12520,1,Y,80,No
1309,35,Male,Married,Research & Development,Life Sciences,5,Travel_Frequently,1,Sales Executive,5,4,1,2,4,1,3,6,12,8,5,0,7,1,0,Yes,21,12686,753,42,23452,1,Y,80,Yes
1310,54,Male,Married,Sales,Medical,3,Travel_Frequently,25,Research Scientist,2,2,2,1,2,4,3,7,31,30,17,15,9,4,1,No,18,7909,1316,79,3513,1,Y,80,No
1311,40,Female,Married,Sales,Medical,2,Travel_Frequently,13,Research Scientist,1,2,1,1,4,2,4,8,19,16,4,3,8,2,1,No,13,5105,409,78,20158,1,Y,80,Yes
1312,32,Male,Married,Sales,Life Sciences,5,Travel_Frequently,24,Research Scientist,1,3,2,2,4,4,3,0,11,2,1,0,0,2,1,No,17,5322,275,73,15962,1,Y,80,No
1313,51,Male,Divorced,Research & Development,Medical,3,Travel_Rarely,3,Sales Executive,5,1,1,3,3,3,3,1,29,5,0,2,2,1,0,Yes,17,16635,640,44,8462,1,Y,80,No
1314,54,Male,Single,Sales,Marketing,4,Travel_Frequently,13,Research Director,5,3,1,1,3,4,3,6,32,6,2,2,4,5,0,No,11,16375,779,36,7730,1,Y,80,No
1315,56,Male,Divorced,Research & Development,Life Sciences,1,Travel_Frequently,14,Healthcare Representative,2,4,1,2,3,3,4,7,37,20,13,2,12,3,2,No,19,9674,498,36,6090,1,Y,80,No
1316,30,Female,Divorced,Research & Development,Life Sciences,4,Travel_Rarely,2,Sales Representative,5,4,3,3,4,3,3,6,12,8,4,2,1,6,0,Yes,25,13657,247,38,17302,1,Y,80,No
1317,48,Male,Divorced,Research & Development,Human Resources,3,Travel_Frequently,21,Human Resources,3,1,2,2,2,3,3,3,29,16,9,4,9,5,0,No,24,12901,219,45,18379,1,Y,80,No
1318,43,Female,Married,Research & Development,Other,2,Travel_Rarely,28,Manager,1,2,4,1,3,3,3,7,23,17,11,2,10,5,0,No,24,7056,1216,98,8862,1,Y,80,No
1319,37,Male,Divorced,Sales,Medical,4,Travel_Rarely,16,Healthcare Representative,2,1,2,2,4,3,3,5,18,10,6,0,2,3,0,No,24,8691,284,85,11538,1,Y,80,No
1320,35,Male,Single,Research & Development,Medical,1,Travel_Frequently,12,Laboratory Technician,2,3,1,1,4,1,3,9,14,3,2,1,2,6,1,No,24,6911,494,42,26508,1,Y,80,Yes
1321,22,Female,Married,Sales,Life Sciences,4,Travel_Rarely,19,Sales Representative,4,2,1,4,1,2,4,3,4,1,0,0,0,4,0,No,12,12957,1167,51,19625,1,Y,80,No
1322,29,Male,Single,Research & Development,Life Sciences,5,Travel_Rarely,11,Healthcare Representative,1,4,4,4,2,4,3,7,8,7,2,3,0,3,1,No,17,5205,931,93,16764,1,Y,80,No
1323,41,Male,Single,Research & Development,Medical,3,Travel_Rarely,11,Sales Representative,1,1,3,2,3,2,3,1,19,9,6,1,7,2,0,Yes,19,4866,134,61,4987,1,Y,80,No
1324,56,Female,Married,Research & Development,Other,1,Travel_Rarely,23,Sales Executive,4,4,2,1,3,3,3,7,38,17,5,4,7,6,1,No,23,13537,338,49,16282,1,Y,80,No
1325,55,Male,Married,Human Resources,Technical Degree,3,Travel_Frequently,18,Research Scientist,2,2,3,1,3,3,3,7,36,11,7,1,3,1,1,No,16,8966,759,53,11833,1,Y,80,No
1326,26,Male,Married,Sales,Medical,3,Travel_Frequently,8,Research Scientist,2,4,3,3,4,3,3,2,5,4,1,2,0,6,0,Yes,21,7251,592,58,22919,1,Y,80,No
1327,47,Female,Divorced,Research & Development,Other,3,Travel_Rarely,12,Sales Representative,5,1,1,4,3,4,3,0,29,11,5,5,4,1,2,No,22,16009,1484,68,6804,1,Y,80,No
1328,21,Male,Single,Sales,Medical,2,Travel_Frequently,25,Healthcare Representative,5,2,3,2,3,1,3,9,0,0,0,0,0,5,2,No,18,11959,259,69,26829,1,Y,80,No
1329,47,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,16,Laboratory Technician,3,2,1,3,4,3,3,0,25,5,3,1,1,1,0,No,14,9752,136,67,25534,1,Y,80,No
1330,32,Male,Single,Research & Development,Medical,2,Travel_Frequently,3,Laboratory Technician,5,4,1,1,1,3,3,4,12,3,0,0,2,5,1,No,12,14028,871,74,21479,1,Y,80,Yes
1331,37,Male,Married,Sales,Life Sciences,3,Non-Travel,25,Manager,5,3,3,4,3,2,3,0,19,14,6,4,8,5,1,Yes,17,15863,1442,51,14514,1,Y,80,No
1332,48,Male,Divorced,Research & Development,Human Resources,3,Travel_Rarely,22,Human Resources,3,4,2,2,2,2,3,4,27,19,14,4,3,5,1,Yes,13,11093,104,65,16847,1,Y,80,No
1333,36,Female,Married,Research & Development,Medical,4,Non-Travel,8,Human Resources,5,3,1,1,4,3,3,8,13,9,8,1,5,6,0,No,20,13046,1260,88,24656,1,Y,80,No
1334,52,Male,Married,Sales,Marketing,4,Travel_Rarely,29,Healthcare Representative,1,4,1,4,3,2,4,5,33,12,5,0,8,3,0,No,14,7323,1490,54,23588,1,Y,80,No
1335,40,Female,Divorced,Research & Development,Medical,5,Travel_Rarely,28,Sales Representative,1,3,3,4,3,3,4,2,17,16,2,0,8,5,0,No,24,6535,682,99,22226,1,Y,80,No
1336,60,Male,Divorced,Research & Development,Human Resources,4,Non-Travel,29,Sales Executive,5,3,3,2,4,3,3,3,37,23,9,5,17,3,0,No,24,14574,682,65,6530,1,Y,80,No
1337,45,Male,Married,Research & Development,Marketing,4,Travel_Rarely,11,Human Resources,1,4,1,4,1,2,3,0,26,25,12,13,8,0,0,No,23,6410,1489,56,12195,1,Y,80,No
1338,30,Male,Married,Research & Development,Medical,5,Travel_Rarely,27,Sales Executive,4,4,2,1,3,2,3,5,9,2,0,0,0,2,2,No,20,11112,981,79,21105,1,Y,80,No
1339,51,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,24,Manufacturing Director,3,3,2,2,4,2,3,0,33,17,13,7,2,0,0,Yes,12,10376,865,57,5108,1,Y,80,No
1340,35,Male,Single,Sales,Human Resources,2,Travel_Rarely,26,Sales Representative,4,2,4,3,4,3,3,3,14,6,3,0,2,4,0,No,25,13874,501,58,18997,1,Y,80,No
1341,40,Male,Divorced,Research & Development,Medical,3,Travel_Rarely,16,Human Resources,4,3,4,3,1,3,3,0,17,13,5,5,6,1,0,No,11,14587,1404,56,10957,1,Y,80,No
1342,23,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,9,Research Scientist,1,3,2,2,4,1,4,2,0,0,0,0,0,2,1,No,19,3663,454,68,16081,1,Y,80,No
1343,23,Male,Divorced,Research & Development,Human Resources,4,Travel_Rarely,7,Manager,2,4,3,4,1,3,3,0,4,2,0,0,1,6,1,No,23,6190,649,32,24950,1,Y,80,No
1344,42,Male,Single,Research & Development,Life Sciences,1,Travel_Rarely,29,Research Scientist,4,3,4,4,2,3,3,9,21,4,2,0,3,5,2,No,12,10808,1284,56,23668,1,Y,80,No
1345,26,Female,Single,Human Resources,Life Sciences,1,Travel_Rarely,15,Sales Executive,5,4,2,1,4,3,4,7,8,2,0,0,1,2,1,Yes,18,14503,814,84,11195,1,Y,80,Yes
1346,60,Male,Divorced,Research & Development,Medical,4,Travel_Rarely,27,Manufacturing Director,5,3,1,4,3,1,3,9,40,9,3,4,5,3,0,Yes,18,13855,1161,53,19741,1,Y,80,No
1347,54,Male,Divorced,Research & Development,Medical,5,Travel_Rarely,17,Manager,5,4,2,1,3,1,3,6,31,27,16,13,16,4,0,Yes,13,16031,1492,68,2273,1,Y,80,No
1348,48,Male,Divorced,Research & Development,Medical,2,Travel_Rarely,16,Laboratory Technician,5,4,3,3,3,3,3,4,27,11,4,1,7,2,3,No,12,13603,1000,51,19918,1,Y,80,No
1349,49,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,3,Human Resources,5,4,4,2,4,3,4,1,29,8,4,2,3,5,0,No,24,16906,327,96,5446,1,Y,80,No
1350,43,Male,Married,Research & Development,Life Sciences,3,Travel_Frequently,12,Manager,3,1,2,2,1,3,4,9,20,9,7,1,3,1,0,No,24,12093,1153,45,24743,1,Y,80,No
1351,20,Female,Single,Research & Development,Life Sciences,3,Travel_Rarely,17,Manufacturing Director,2,4,1,1,2,2,3,9,0,0,0,0,0,2,1,No,12,5224,939,85,9449,1,Y,80,Yes
1352,34,Male,Single,Sales,Life Sciences,1,Travel_Rarely,4,Healthcare Representative,3,2,1,2,2,2,3,4,16,15,6,5,2,1,0,No,15,11076,345,84,19485,1,Y,80,No
1353,39,Female,Married,Sales,Other,3,Travel_Rarely,5,Healthcare Representative,4,4,2,1,4,3,4,2,21,9,7,4,4,4,0,No,16,14411,254,58,18660,1,Y,80,No
1354,57,Female,Single,Research & Development,Medical,5,Travel_Rarely,18,Research Scientist,3,2,1,4,3,1,4,3,36,34,13,15,16,4,2,No,13,10438,1407,99,8385,1,Y,80,No
1355,27,Female,Divorced,Research & Development,Medical,4,Travel_Rarely,8,Manager,5,2,1,1,3,3,3,3,4,2,0,0,0,5,0,Yes,11,15677,248,100,22958,1,Y,80,No
1356,39,Female,Single,Research & Development,Medical,5,Travel_Rarely,21,Research Director,4,3,3,2,4,3,3,9,21,13,9,3,4,2,0,No,18,13389,736,32,6590,1,Y,80,No
1357,32,Female,Single,Sales,Marketing,4,Travel_Frequently,14,Manufacturing Director,2,3,4,1,4,2,4,0,11,6,3,0,4,1,0,Yes,17,7330,1479,70,24507,1,Y,80,Yes
1358,23,Female,Single,Sales,Life Sciences,5,Travel_Frequently,12,Manufacturing Director,5,3,1,1,2,3,3,6,1,0,0,0,0,0,0,Yes,23,14082,1316,43,14829,1,Y,80,No
1359,22,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,4,Human Resources,5,1,3,2,2,2,3,7,0,0,0,0,0,6,3,No,15,12065,1274,100,13664,1,Y,80,No
1360,33,Male,Single,Research & Development,Marketing,1,Travel_Rarely,12,Manager,3,4,3,4,1,3,3,7,12,2,0,0,0,2,1,No,18,7896,1130,98,7872,1,Y,80,No
1361,21,Male,Married,Sales,Medical,1,Travel_Rarely,16,Laboratory Technician,1,2,3,2,1,2,3,1,0,0,0,0,0,5,2,No,15,3799,768,60,2213,1,Y,80,Yes
1362,20,Male,Married,Research & Development,Technical Degree,5,Travel_Rarely,17,Sales Executive,2,4,4,4,2,3,3,4,0,0,0,0,0,2,2,No,11,6769,500,54,19490,1,Y,80,No
1363,33,Male,Married,Research & Development,Human Resources,4,Travel_Frequently,8,Research Director,5,2,4,4,3,3,3,3,10,4,2,1,0,2,1,Yes,21,16313,1356,88,20309,1,Y,80,No
1364,26,Female,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,1,Manager,1,3,2,2,4,1,3,4,4,2,0,0,0,1,1,Yes,22,4149,897,57,23067,1,Y,80,Yes
1365,41,Male,Married,Sales,Life Sciences,5,Non-Travel,28,Manager,3,3,4,4,2,3,3,0,18,13,6,1,11,5,1,No,20,9287,654,81,26105,1,Y,80,No
1366,18,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,28,Laboratory Technician,4,1,1,2,3,3,3,0,0,0,0,0,0,2,1,No,11,9295,1453,77,9295,1,Y,80,No
1367,30,Male,Married,Research & Development,Life Sciences,3,Non-Travel,27,Research Scientist,2,2,4,3,4,4,3,0,12,5,0,2,2,2,1,No,21,8544,617,50,16179,1,Y,80,No
1368,37,Male,Single,Research & Development,Technical Degree,2,Travel_Rarely,9,Healthcare Representative,5,3,1,3,2,2,3,9,16,4,1,0,2,4,1,No,20,13136,151,55,24836,1,Y,80,No
1369,59,Male,Married,Sales,Human Resources,1,Travel_Rarely,18,Sales Representative,3,4,1,3,1,2,4,4,37,19,11,4,4,3,1,No,17,13880,941,96,16176,1,Y,80,No
1370,45,Male,Divorced,Research & Development,Other,2,Travel_Rarely,5,Laboratory Technician,1,4,1,4,4,3,3,2,22,7,2,0,2,5,1,Yes,20,5245,697,64,20672,1,Y,80,No
1371,55,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,27,Healthcare Representative,2,2,1,1,3,4,3,7,33,29,18,15,12,0,0,No,12,7603,971,59,19837,1,Y,80,No
1372,32,Male,Single,Research & Development,Technical Degree,3,Travel_Frequently,1,Human Resources,2,3,2,2,1,3,3,4,13,6,1,1,1,6,1,No,14,6643,968,93,26703,1,Y,80,Yes
1373,37,Male,Married,Research & Development,Medical,1,Non-Travel,14,Research Scientist,2,1,3,3,2,3,3,3,14,13,2,0,3,1,1,No,12,7497,981,70,10512,1,Y,80,No
1374,36,Male,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,25,Laboratory Technician,5,4,3,2,2,3,4,1,18,13,11,5,7,0,1,No,17,13971,575,70,6967,1,Y,80,No
1375,56,Male,Married,Research & Development,Medical,3,Non-Travel,22,Laboratory Technician,2,4,1,4,1,1,3,3,38,30,18,12,5,0,1,No,24,11305,452,57,24893,1,Y,80,No
1376,59,Male,Married,Sales,Life Sciences,2,Travel_Rarely,26,Human Resources,3,4,2,2,2,3,4,6,37,35,14,5,7,2,1,No,11,12207,545,77,13538,1,Y,80,No
1377,59,Male,Divorced,Research & Development,Life Sciences,4,Travel_Frequently,15,Healthcare Representative,3,2,1,2,4,3,3,6,36,14,6,2,7,2,1,No,17,10173,1451,33,6849,1,Y,80,No
1378,50,Male,Married,Sales,Other,4,Travel_Rarely,3,Human Resources,2,2,1,2,3,3,3,3,29,18,14,4,8,0,0,Yes,15,9362,1148,45,18007,1,Y,80,No
1379,39,Male,Married,Research & Development,Medical,5,Travel_Rarely,1,Human Resources,3,4,3,3,4,3,3,6,21,4,2,0,2,4,0,No,25,10045,649,88,23289,1,Y,80,No
1380,41,Male,Single,Human Resources,Medical,5,Travel_Rarely,5,Manufacturing Director,2,3,3,1,4,3,3,7,23,6,1,1,0,4,0,No,20,8938,1382,48,21072,1,Y,80,No
1381,60,Male,Single,Sales,Medical,2,Travel_Rarely,2,Sales Executive,1,1,1,1,2,3,4,9,37,18,3,8,11,5,0,No,14,8186,1170,99,10401,1,Y,80,No
1382,30,Female,Divorced,Sales,Medical,4,Travel_Frequently,13,Laboratory Technician,3,3,2,4,1,3,3,5,11,8,1,3,6,0,0,No,15,11309,852,93,24798,1,Y,80,No
1383,32,Female,Married,Sales,Other,4,Travel_Rarely,2,Healthcare Representative,3,3,4,1,1,2,4,2,11,9,6,3,4,0,1,No,19,9823,1220,57,3005,1,Y,80,No
1384,56,Female,Married,Research & Development,Life Sciences,3,Non-Travel,6,Manufacturing Director,1,2,3,1,4,4,3,1,37,14,8,5,10,1,1,No,11,7006,1427,95,24281,1,Y,80,No
1385,34,Male,Married,Research & Development,Life Sciences,4,Travel_Rarely,13,Sales Executive,4,2,1,2,2,3,3,1,15,11,3,3,4,3,0,No,12,11923,895,80,6579,1,Y,80,Yes
1386,28,Male,Single,Research & Development,Technical Degree,1,Travel_Rarely,22,Human Resources,4,1,4,2,3,4,4,0,6,2,0,0,0,4,2,No,21,10959,241,87,7903,1,Y,80,No
1387,42,Male,Divorced,Sales,Medical,2,Non-Travel,20,Laboratory Technician,2,2,1,1,2,3,3,5,20,4,0,1,1,1,0,Yes,23,7932,703,63,9857,1,Y,80,Yes
1388,31,Female,Single,Sales,Life Sciences,5,Travel_Rarely,2,Manager,3,1,2,4,4,2,3,2,11,2,1,0,0,2,1,No,22,7835,418,38,12561,1,Y,80,No
1389,56,Female,Divorced,Sales,Life Sciences,5,Travel_Rarely,27,Human Resources,2,2,3,1,3,3,3,2,35,23,18,1,17,3,1,No,13,8587,1079,68,3195,1,Y,80,No
1390,57,Female,Married,Research & Development,Life Sciences,1,Non-Travel,16,Healthcare Representative,4,1,3,2,4,3,3,7,37,22,11,1,8,3,1,Yes,23,16970,222,88,19957,1,Y,80,No
1391,31,Female,Single,Research & Development,Life Sciences,3,Travel_Rarely,11,Sales Representative,1,2,1,1,2,1,4,3,10,4,2,1,1,3,0,No,14,5617,754,36,5281,1,Y,80,Yes
1392,40,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,12,Sales Executive,4,3,4,2,4,3,3,8,18,3,0,1,2,4,0,No,24,10362,709,31,5307,1,Y,80,No
1393,60,Female,Divorced,Research & Development,Life Sciences,1,Travel_Rarely,25,Sales Representative,1,2,1,1,3,3,3,1,38,24,13,6,7,5,0,No,15,8841,640,88,2121,1,Y,80,No
1394,49,Female,Single,Research & Development,Technical Degree,1,Travel_Rarely,14,Research Director,1,1,3,4,1,1,3,3,30,25,11,7,15,5,1,No,18,7467,977,72,25984,1,Y,80,No
1395,27,Male,Single,Research & Development,Technical Degree,3,Travel_Rarely,8,Human Resources,2,4,2,4,1,3,3,0,8,2,0,0,0,6,2,No,25,5634,863,67,3204,1,Y,80,No
1396,43,Female,Married,Research & Development,Human Resources,4,Travel_Rarely,13,Sales Executive,1,2,4,1,2,2,4,5,21,16,7,1,13,2,1,No,17,6794,380,77,20673,1,Y,80,No
1397,44,Male,Married,Research & Development,Medical,3,Travel_Rarely,2,Laboratory Technician,3,3,4,1,1,3,3,1,23,16,12,3,4,2,1,Yes,21,12551,1220,78,17845,1,Y,80,No
1398,46,Female,Married,Research & Development,Life Sciences,2,Travel_Rarely,5,Sales Executive,1,3,4,4,4,3,3,2,26,15,2,6,10,1,0,No,19,6653,727,60,22721,1,Y,80,No
1399,19,Female,Single,Research & Development,Other,4,Travel_Rarely,10,Human Resources,2,3,4,2,1,3,3,7,0,0,0,0,0,2,1,No,12,6875,319,73,13256,1,Y,80,No
1400,30,Male,Divorced,Sales,Technical Degree,4,Travel_Rarely,7,Laboratory Technician,1,2,3,1,3,2,3,8,10,9,7,2,7,3,2,No,22,4521,1058,64,24686,1,Y,80,Yes
1401,54,Female,Single,Research & Development,Medical,5,Travel_Rarely,11,Healthcare Representative,5,4,1,1,3,3,4,5,34,19,13,2,17,4,0,No,16,16788,649,44,13790,1,Y,80,No
1402,28,Male,Single,Sales,Life Sciences,2,Travel_Frequently,2,Healthcare Representative,4,4,3,2,3,3,3,9,7,3,1,1,2,0,1,Yes,18,12488,995,82,6448,1,Y,80,No
1403,30,Female,Single,Research & Development,Medical,2,Travel_Rarely,18,Sales Representative,2,4,2,3,3,4,3,7,11,9,2,2,1,6,0,No,15,7403,1156,56,24556,1,Y,80,No
1404,31,Female,Single,Sales,Medical,3,Travel_Rarely,4,Human Resources,1,2,3,3,4,3,3,7,9,7,5,3,3,0,0,No,25,4383,980,93,12553,1,Y,80,No
1405,25,Female,Single,Sales,Medical,3,Travel_Frequently,7,Laboratory Technician,5,2,1,1,4,1,4,9,2,1,0,0,0,2,0,No,19,14070,1417,58,2155,1,Y,80,Yes
1406,24,Female,Single,Sales,Life Sciences,3,Travel_Rarely,29,Research Director,4,1,3,2,4,3,3,0,1,0,0,0,0,3,1,Yes,20,12315,948,43,18291,1,Y,80,No
1407,32,Male,Single,Research & Development,Other,5,Travel_Rarely,1,Laboratory Technician,5,2,2,2,2,2,3,2,12,3,0,0,2,2,1,No,18,16084,633,88,10017,1,Y,80,No
1408,55,Male,Married,Research & Development,Medical,1,Travel_Frequently,9,Research Scientist,1,4,3,3,3,3,4,4,36,29,13,8,17,1,0,No,15,6265,1481,39,22561,1,Y,80,No
1409,18,Male,Divorced,Research & Development,Medical,3,Travel_Rarely,15,Sales Executive,2,2,2,2,1,3,4,6,0,0,0,0,0,3,2,No,19,6066,820,100,5830,1,Y,80,No
1410,30,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,9,Manufacturing Director,1,4,2,1,4,3,3,9,12,10,7,1,2,0,2,No,22,4137,1099,74,20450,1,Y,80,Yes
1411,20,Male,Single,Human Resources,Technical Degree,2,Travel_Rarely,10,Manager,3,4,1,4,1,4,3,0,0,0,0,0,0,5,1,No,12,8935,563,64,22758,1,Y,80,No
1412,42,Male,Divorced,Research & Development,Technical Degree,4,Travel_Rarely,4,Research Director,1,3,4,3,1,3,3,2,22,5,4,1,3,4,3,No,13,5378,1370,46,5038,1,Y,80,No
1413,28,Male,Divorced,Sales,Life Sciences,5,Travel_Rarely,13,Research Director,1,3,1,2,4,4,3,2,10,5,2,1,2,5,2,Yes,13,5621,1415,44,16622,1,Y,80,No
1414,52,Male,Married,Research & Development,Marketing,3,Travel_Rarely,22,Healthcare Representative,3,4,1,1,4,3,3,6,31,24,14,9,3,5,0,No,25,11949,1432,43,18141,1,Y,80,No
1415,43,Female,Single,Research & Development,Marketing,1,Travel_Rarely,18,Manufacturing Director,5,1,2,1,1,2,3,9,21,12,2,2,8,6,3,No,19,14537,643,89,25049,1,Y,80,No
1416,51,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,27,Research Scientist,4,1,1,4,4,3,3,9,32,25,6,4,3,1,1,Yes,16,15059,1303,44,9351,1,Y,80,No
1417,45,Female,Single,Research & Development,Life Sciences,3,Travel_Rarely,21,Human Resources,4,1,4,4,1,3,3,7,25,5,2,1,2,5,0,No,13,11708,1040,32,14166,1,Y,80,No
1418,36,Male,Single,Research & Development,Human Resources,4,Travel_Rarely,23,Manufacturing Director,5,4,2,3,1,4,3,7,13,4,2,1,1,3,0,Yes,21,12119,233,43,12162,1,Y,80,Yes
1419,55,Male,Married,Sales,Medical,2,Travel_Frequently,13,Sales Representative,5,2,1,1,4,2,3,4,33,21,5,0,10,0,1,No,18,13690,1384,73,11343,1,Y,80,No
1420,38,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,18,Manager,1,1,2,2,1,3,3,6,16,8,3,3,1,6,3,No,20,5567,840,63,26855,1,Y,80,No
1421,58,Male,Married,Research & Development,Life Sciences,5,Travel_Rarely,17,Human Resources,2,1,1,2,1,3,3,1,38,28,10,5,17,5,1,No,21,11235,845,56,18394,1,Y,80,No
1422,60,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,24,Human Resources,4,2,3,1,4,2,3,5,40,38,17,13,17,1,1,Yes,12,13053,634,98,5926,1,Y,80,No
1423,43,Male,Single,Research & Development,Life Sciences,1,Non-Travel,15,Sales Representative,5,2,2,1,3,3,3,2,23,16,4,7,10,6,0,Yes,21,16814,1294,54,23605,1,Y,80,No
1424,47,Male,Married,Sales,Medical,1,Travel_Rarely,12,Manager,4,1,1,2,3,3,3,9,27,14,2,4,12,5,2,No,21,11012,235,88,4609,1,Y,80,No
1425,28,Male,Divorced,Sales,Technical Degree,5,Travel_Rarely,3,Research Scientist,4,1,4,2,4,2,3,3,10,6,2,2,1,3,0,No,15,11102,638,38,23919,1,Y,80,No
1426,53,Male,Divorced,Sales,Life Sciences,3,Travel_Rarely,25,Sales Executive,2,4,3,3,1,2,3,3,35,32,18,15,7,1,1,Yes,15,10058,889,68,12228,1,Y,80,No
1427,46,Male,Married,Sales,Other,1,Travel_Rarely,13,Healthcare Representative,2,4,2,3,4,3,3,4,24,17,12,0,2,5,1,No,19,9514,374,39,18907,1,Y,80,No
1428,56,Female,Married,Sales,Life Sciences,2,Travel_Frequently,24,Sales Representative,1,1,3,2,2,1,3,9,35,29,5,6,17,6,0,No,16,8406,397,35,23603,1,Y,80,No
