EmployeeNumber,Age,Gender,MaritalStatus,Department,EducationField,Education,BusinessTravel,DistanceFromHome,JobRole,JobLevel,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,StockOptionLevel,OverTime,PercentSalaryHike,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,Attrition,Attrition_Flag,TenureRatio,JobHoppingIndex,SatisfactionScore,IncomeToLevelRatio,PromotionStagnation,ManagerStability,IsFrequentTraveler,HasNoStockOptions,IsEarlyCareer,LongCommute,AgeGroup
1205,45,Female,Divorced,Sales,Marketing,1,Travel_Rarely,7,Laboratory Technician,5,1,1,3,2,2,3,6,26,20,16,6,13,3,1,No,17,18338,227,87,24369,No,0,0.7692307692307693,0.23076923076923078,2.0,1.2355202935958869,0.3,0.65,0,0,0,0,36-45
1206,56,Female,Divorced,Sales,Medical,1,Travel_Rarely,21,Manager,4,2,4,3,4,4,3,2,37,35,18,12,17,5,3,No,20,13027,521,67,17296,No,0,0.9459459459459459,0.05405405405405406,3.75,1.0231444543070003,0.34285714285714286,0.4857142857142857,0,0,0,1,56-60
1207,40,Male,Divorced,Research & Development,Medical,5,Travel_Rarely,29,Research Director,5,3,4,4,3,3,3,7,18,4,2,1,3,3,1,No,15,16961,1471,55,3091,No,0,0.2222222222222222,0.3888888888888889,3.5,1.1427451030472153,0.25,0.75,0,0,0,1,36-45
1208,48,Male,Divorced,Sales,Life Sciences,2,Non-Travel,12,Sales Representative,4,4,1,3,4,3,3,2,27,9,7,1,5,2,1,No,19,13165,1116,79,4685,No,0,0.3333333333333333,0.07407407407407407,2.75,1.0339830153490182,0.1111111111111111,0.5555555555555556,0,0,0,0,46-55
1209,30,Female,Single,Research & Development,Life Sciences,3,Non-Travel,25,Laboratory Technician,5,1,1,1,3,3,3,6,11,2,1,0,1,2,3,No,15,12192,465,36,8866,No,0,0.18181818181818182,0.5454545454545454,2.0,0.8214343668623106,0.0,0.5,0,0,0,1,26-35
1210,59,Female,Divorced,Research & Development,Marketing,1,Travel_Rarely,6,Healthcare Representative,5,1,1,4,4,3,3,7,39,34,5,15,17,3,1,No,24,15139,1485,85,9418,No,0,0.8717948717948718,0.1794871794871795,3.0,1.0199880971069981,0.4411764705882353,0.5,0,0,0,0,56-60
1211,44,Female,Married,Sales,Medical,4,Travel_Rarely,17,Healthcare Representative,2,2,4,1,1,3,4,1,23,17,2,5,10,5,0,No,24,9183,383,36,5063,No,0,0.7391304347826086,0.043478260869565216,2.25,1.1367096888161465,0.29411764705882354,0.5882352941176471,0,1,0,1,36-45
1212,51,Male,Divorced,Sales,Technical Degree,5,Travel_Rarely,28,Sales Representative,1,2,4,3,2,3,3,2,33,11,8,0,1,6,2,Yes,21,7874,631,71,24406,No,0,0.3333333333333333,0.06060606060606061,3.0,1.3913487600325083,0.0,0.09090909090909091,0,0,0,1,46-55
1213,37,Male,Single,Research & Development,Marketing,5,Travel_Rarely,13,Sales Representative,1,4,3,2,2,3,3,1,14,13,5,3,6,5,1,No,23,4294,721,32,20433,No,0,0.9285714285714286,0.07142857142857142,2.5,0.7587568676123432,0.23076923076923078,0.46153846153846156,0,0,0,0,36-45
1214,55,Male,Single,Sales,Marketing,3,Travel_Rarely,15,Healthcare Representative,4,1,3,1,4,1,4,7,33,31,18,2,3,2,1,No,12,13455,978,44,21167,No,0,0.9393939393939394,0.21212121212121213,2.25,1.0567597015967367,0.06451612903225806,0.0967741935483871,0,0,0,1,46-55
1215,21,Female,Married,Sales,Technical Degree,4,Non-Travel,5,Laboratory Technician,2,2,2,2,3,3,3,2,0,0,0,0,0,0,1,No,20,6181,467,74,26083,No,0,0.0,2.0,2.5,0.7651097230287054,0.0,0.0,0,0,1,0,18-25
1216,22,Male,Divorced,Sales,Life Sciences,3,Non-Travel,16,Manager,3,3,4,1,1,1,3,6,0,0,0,0,0,3,0,No,17,8877,465,70,23763,Yes,1,0.0,6.0,1.75,0.8633596114362443,0.0,0.0,0,1,1,1,18-25
1217,39,Female,Married,Research & Development,Marketing,3,Travel_Rarely,17,Research Scientist,4,2,1,2,1,4,3,4,21,15,10,4,2,6,2,No,22,13533,1039,61,6276,No,0,0.7142857142857143,0.19047619047619047,2.0,1.062885844794399,0.26666666666666666,0.13333333333333333,0,0,0,1,36-45
1218,49,Female,Single,Research & Development,Technical Degree,3,Non-Travel,29,Sales Representative,3,3,2,2,2,1,3,0,26,5,3,1,4,4,0,No,11,12342,387,74,2549,No,0,0.19230769230769232,0.0,1.75,1.2003587162719531,0.2,0.8,0,1,0,1,46-55
1219,52,Male,Single,Sales,Life Sciences,5,Travel_Rarely,6,Human Resources,1,4,1,2,1,2,3,8,31,23,18,0,10,2,2,No,13,6226,299,89,20236,No,0,0.7419354838709677,0.25806451612903225,1.5,1.1001444475441196,0.0,0.43478260869565216,0,0,0,0,46-55
1220,36,Male,Divorced,Research & Development,Life Sciences,2,Non-Travel,11,Sales Representative,2,3,4,1,3,2,3,7,13,4,0,1,2,0,2,No,14,6326,308,48,24802,No,0,0.3076923076923077,0.5384615384615384,2.5,0.7830584222422894,0.25,0.5,0,0,0,0,36-45
1221,45,Male,Married,Research & Development,Life Sciences,3,Travel_Rarely,19,Manufacturing Director,1,2,3,3,4,2,3,2,22,20,8,0,4,1,3,No,19,5251,559,99,19525,No,0,0.9090909090909091,0.09090909090909091,3.0,0.9278603427648846,0.0,0.2,0,0,0,1,36-45
1222,41,Female,Married,Sales,Life Sciences,4,Travel_Rarely,28,Research Director,2,4,3,1,4,3,4,8,20,17,10,4,13,5,0,Yes,25,9430,145,40,23526,No,0,0.85,0.4,2.75,1.167284369545493,0.23529411764705882,0.7647058823529411,0,1,0,1,36-45
1223,59,Female,Married,Research & Development,Medical,3,Travel_Rarely,7,Healthcare Representative,4,4,4,4,1,3,4,7,40,36,18,13,17,4,1,No,24,14854,149,99,17213,No,0,0.9,0.175,3.0,1.1666375776676274,0.3611111111111111,0.4722222222222222,0,0,0,0,56-60
1224,46,Male,Married,Research & Development,Life Sciences,1,Travel_Rarely,21,Healthcare Representative,3,4,1,1,2,4,3,8,24,19,5,1,10,3,0,No,17,9620,1113,95,13306,No,0,0.7916666666666666,0.3333333333333333,2.0,0.9356223343490673,0.05263157894736842,0.5263157894736842,0,1,0,1,46-55
1225,35,Male,Married,Research & Development,Marketing,2,Travel_Rarely,26,Research Director,4,1,4,1,3,3,4,1,14,4,2,2,2,2,0,Yes,11,13459,857,60,5251,No,0,0.2857142857142857,0.07142857142857142,2.75,1.0570738627863603,0.5,0.5,0,1,0,1,26-35
1226,59,Male,Married,Research & Development,Life Sciences,4,Travel_Frequently,19,Research Scientist,1,4,1,2,2,3,3,0,39,19,4,7,10,1,0,No,24,7821,304,36,18839,No,0,0.48717948717948717,0.0,2.0,1.381983572798355,0.3684210526315789,0.5263157894736842,1,1,0,1,56-60
1227,22,Male,Divorced,Research & Development,Life Sciences,4,Travel_Frequently,13,Research Director,4,4,4,2,2,3,3,0,0,0,0,0,0,6,1,No,19,10268,457,58,9295,No,0,0.0,0.0,2.75,0.80645177376405,0.0,0.0,1,0,1,0,18-25
1228,60,Female,Divorced,Sales,Life Sciences,4,Travel_Rarely,7,Sales Representative,3,4,3,4,1,3,3,5,37,16,3,3,11,3,1,Yes,11,9799,1046,49,8799,No,0,0.43243243243243246,0.13513513513513514,2.75,0.953031523314606,0.1875,0.6875,0,0,0,0,56-60
1229,24,Female,Divorced,Research & Development,Life Sciences,5,Travel_Rarely,9,Healthcare Representative,2,3,4,3,1,2,4,7,5,3,2,0,2,5,3,No,20,7385,1222,71,23895,No,0,0.6,1.4,2.5,0.9141458185677058,0.0,0.6666666666666666,0,0,0,0,18-25
1230,30,Male,Married,Research & Development,Other,4,Travel_Rarely,2,Sales Executive,4,2,1,2,2,3,4,9,9,4,0,0,1,3,0,Yes,24,12631,1317,46,18464,Yes,1,0.4444444444444444,1.0,2.0,0.9920424965342535,0.0,0.25,0,1,0,0,26-35
1231,53,Female,Married,Research & Development,Life Sciences,3,Travel_Rarely,5,Sales Representative,1,3,4,4,1,2,3,9,31,10,6,5,8,3,0,No,24,6196,404,34,13123,No,0,0.3225806451612903,0.2903225806451613,2.75,1.0948433981662968,0.5,0.8,0,1,0,0,46-55
1232,49,Male,Married,Sales,Life Sciences,2,Travel_Rarely,13,Research Scientist,3,3,4,1,1,2,3,5,30,18,12,7,6,4,1,No,24,10327,1285,93,21969,No,0,0.6,0.16666666666666666,2.0,1.0043837678609997,0.3888888888888889,0.3333333333333333,0,0,0,0,46-55
1233,59,Female,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,5,Human Resources,3,4,1,4,3,3,3,6,39,29,8,13,9,2,0,No,25,11129,697,91,20325,No,0,0.7435897435897436,0.15384615384615385,2.75,1.0823847150697266,0.4482758620689655,0.3103448275862069,0,1,0,0,56-60
1234,50,Male,Married,Sales,Medical,5,Travel_Rarely,1,Research Director,1,2,3,2,4,2,3,2,32,19,5,7,6,6,1,No,20,7357,518,65,14088,No,0,0.59375,0.0625,2.75,1.299994009088032,0.3684210526315789,0.3157894736842105,0,0,0,0,46-55
1235,45,Female,Married,Research & Development,Marketing,3,Travel_Rarely,21,Manufacturing Director,5,3,4,2,3,2,3,0,26,18,10,9,6,3,1,No,20,14360,907,90,26440,No,0,0.6923076923076923,0.0,2.75,0.9675030764552806,0.5,0.3333333333333333,0,0,0,1,36-45
1236,32,Female,Married,Research & Development,Technical Degree,4,Travel_Rarely,3,Manufacturing Director,2,4,2,2,1,3,3,1,11,6,3,3,2,5,1,Yes,12,6711,274,97,2706,Yes,1,0.5454545454545454,0.09090909090909091,2.0,0.8307153132576673,0.5,0.3333333333333333,0,0,0,0,26-35
1237,18,Male,Married,Research & Development,Medical,1,Travel_Rarely,5,Sales Executive,1,4,2,1,4,2,3,0,0,0,0,0,0,6,1,No,20,3702,748,95,14327,Yes,1,0.0,0.0,2.25,0.6541494932233104,0.0,0.0,0,0,1,0,18-25
1238,23,Female,Married,Sales,Marketing,1,Travel_Rarely,18,Healthcare Representative,3,1,2,3,3,3,3,6,2,1,0,0,0,2,2,No,24,10284,720,88,12408,No,0,0.5,3.0,2.75,1.0002016721877138,0.0,0.0,0,0,1,1,18-25
1239,30,Female,Single,Research & Development,Medical,2,Travel_Rarely,27,Sales Executive,5,4,3,3,2,3,3,5,11,7,1,1,6,1,3,No,23,13949,934,33,5058,No,0,0.6363636363636364,0.45454545454545453,2.75,0.9398120065093808,0.14285714285714285,0.8571428571428571,0,0,0,1,26-35
1240,19,Male,Married,Sales,Technical Degree,1,Travel_Rarely,22,Human Resources,4,1,4,3,2,4,3,7,0,0,0,0,0,6,0,No,24,10309,353,83,20124,Yes,1,0.0,7.0,3.25,0.8096719259576929,0.0,0.0,0,1,1,1,18-25
1241,39,Male,Married,Sales,Medical,4,Non-Travel,1,Manager,4,4,3,3,4,3,3,1,20,12,2,3,7,5,1,Yes,13,12559,186,95,4510,No,0,0.6,0.05,3.25,0.9863875951210268,0.25,0.5833333333333334,0,0,0,0,36-45
1242,51,Female,Single,Research & Development,Life Sciences,4,Travel_Rarely,5,Laboratory Technician,5,1,3,1,2,1,3,9,32,7,3,1,1,5,2,Yes,14,17497,622,42,19593,No,0,0.21875,0.28125,1.75,1.1788580312491674,0.14285714285714285,0.14285714285714285,0,0,0,0,46-55
1243,59,Male,Divorced,Research & Development,Marketing,3,Travel_Rarely,22,Research Director,1,1,4,4,1,4,3,7,38,27,18,12,12,6,0,Yes,23,8568,1476,34,20855,No,0,0.7105263157894737,0.18421052631578946,3.25,1.513979702306138,0.4444444444444444,0.4444444444444444,0,1,0,1,56-60
1244,39,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,22,Sales Executive,3,3,4,3,2,3,3,9,17,6,4,0,2,0,1,No,25,12002,896,54,14157,No,0,0.35294117647058826,0.5294117647058824,3.0,1.1672909830413207,0.0,0.3333333333333333,0,0,0,1,36-45
1245,55,Male,Single,Research & Development,Medical,3,Travel_Rarely,12,Healthcare Representative,2,3,2,3,2,2,3,6,36,31,7,14,17,6,1,No,18,9546,866,88,8107,No,0,0.8611111111111112,0.16666666666666666,2.25,1.1816433289163601,0.45161290322580644,0.5483870967741935,0,0,0,0,46-55
1246,60,Female,Divorced,Sales,Other,1,Travel_Rarely,28,Research Scientist,4,3,4,1,2,3,3,3,40,33,9,7,17,0,0,No,24,14373,1002,88,26642,No,0,0.825,0.075,2.5,1.1288596946153768,0.21212121212121213,0.5151515151515151,0,1,0,1,56-60
1247,54,Male,Married,Sales,Human Resources,3,Travel_Rarely,26,Sales Executive,5,2,2,4,2,3,4,6,32,19,11,0,5,1,0,No,21,15105,811,71,19628,No,0,0.59375,0.1875,2.75,1.017697351661352,0.0,0.2631578947368421,0,1,0,1,46-55
1248,37,Male,Married,Research & Development,Life Sciences,1,Travel_Frequently,22,Laboratory Technician,1,1,3,3,3,3,3,6,16,14,5,7,3,1,1,Yes,14,5970,405,99,4926,No,0,0.875,0.375,3.0,1.0549088261867,0.5,0.21428571428571427,1,0,0,1,36-45
1249,31,Female,Married,Research & Development,Technical Degree,1,Travel_Rarely,22,Laboratory Technician,1,3,2,2,2,3,3,1,9,6,4,1,2,0,0,No,18,5016,1478,41,20414,No,0,0.6666666666666666,0.1111111111111111,2.25,0.8863354559719407,0.16666666666666666,0.3333333333333333,0,1,0,1,26-35
1250,60,Male,Divorced,Research & Development,Marketing,1,Travel_Rarely,23,Sales Representative,5,3,4,4,3,2,3,1,40,12,6,5,3,0,0,Yes,16,16025,418,92,5957,No,0,0.3,0.025,3.25,1.0796822284258962,0.4166666666666667,0.25,0,1,0,1,56-60
1251,28,Female,Married,Sales,Medical,1,Travel_Rarely,5,Human Resources,3,3,3,3,2,3,3,6,10,7,2,3,4,0,2,Yes,22,9516,996,91,17577,No,0,0.7,0.6,2.75,0.9255074983020504,0.42857142857142855,0.5714285714285714,0,0,0,0,26-35
1252,35,Male,Married,Research & Development,Medical,3,Travel_Rarely,21,Sales Representative,2,2,3,4,4,4,3,0,16,15,6,0,7,3,2,No,16,6843,1312,97,8458,No,0,0.9375,0.0,3.75,0.8470548187486542,0.0,0.4666666666666667,0,0,0,1,26-35
1253,21,Female,Single,Research & Development,Technical Degree,3,Travel_Rarely,28,Sales Representative,1,4,2,4,4,3,3,1,1,0,0,0,0,2,1,Yes,13,4273,1021,50,17869,Yes,1,0.0,1.0,3.25,0.7550461330478674,0.0,0.0,0,0,1,1,18-25
1254,52,Female,Married,Sales,Marketing,4,Travel_Frequently,7,Manager,2,4,3,1,2,4,4,0,32,12,8,0,10,2,0,Yes,18,8348,1422,75,22088,No,0,0.375,0.0,2.5,1.0333499381724047,0.0,0.8333333333333334,1,1,0,0,46-55
1255,45,Male,Married,Sales,Medical,3,Travel_Rarely,1,Manufacturing Director,1,1,4,4,1,2,3,6,22,14,5,0,5,1,0,No,18,5622,349,49,21595,No,0,0.6363636363636364,0.2727272727272727,2.75,0.9934166534039576,0.0,0.35714285714285715,0,1,0,0,36-45
1256,21,Female,Married,Research & Development,Life Sciences,1,Travel_Rarely,11,Laboratory Technician,2,1,2,3,3,3,3,9,2,1,0,0,0,6,2,No,24,5333,999,64,21070,No,0,0.5,4.5,2.75,0.6601407786623663,0.0,0.0,0,0,1,0,18-25
1257,27,Male,Married,Research & Development,Medical,1,Travel_Rarely,8,Human Resources,1,1,4,1,2,4,3,4,8,5,1,2,3,2,0,No,11,4145,229,98,19680,No,0,0.625,0.5,2.75,0.7324283223691576,0.4,0.6,0,1,0,0,26-35
1258,41,Male,Divorced,Research & Development,Human Resources,4,Travel_Rarely,28,Healthcare Representative,1,1,2,4,4,3,3,1,22,14,8,3,3,3,2,Yes,24,5270,879,66,21319,No,0,0.6363636363636364,0.045454545454545456,3.25,0.9312176740375055,0.21428571428571427,0.21428571428571427,0,0,0,1,36-45
1259,41,Male,Married,Research & Development,Technical Degree,5,Travel_Rarely,13,Manager,5,3,1,2,2,2,3,5,20,16,11,6,12,0,1,Yes,14,16360,356,84,24557,No,0,0.8,0.25,1.75,1.1022528085521164,0.375,0.75,0,0,0,0,36-45
1260,52,Female,Single,Research & Development,Life Sciences,2,Travel_Rarely,20,Sales Executive,4,3,3,4,2,3,3,4,30,7,5,3,3,1,0,Yes,13,14661,1021,62,23990,No,0,0.23333333333333334,0.13333333333333333,3.0,1.1514793002682837,0.42857142857142855,0.42857142857142855,0,1,0,1,46-55
1261,29,Male,Divorced,Sales,Human Resources,2,Travel_Rarely,29,Healthcare Representative,5,2,3,1,2,2,3,5,6,3,2,0,2,1,1,Yes,17,13890,556,30,21306,No,0,0.5,0.8333333333333334,2.0,0.9358368894125242,0.0,0.6666666666666666,0,0,0,1,26-35
1262,57,Male,Married,Research & Development,Technical Degree,2,Travel_Rarely,23,Sales Representative,2,3,2,2,4,3,3,4,38,33,17,0,17,6,2,No,19,9364,280,40,13072,No,0,0.868421052631579,0.10526315789473684,2.75,1.1591146167999997,0.0,0.5151515151515151,0,0,0,1,56-60
1263,37,Male,Divorced,Sales,Medical,2,Travel_Rarely,22,Healthcare Representative,2,4,3,2,1,4,4,5,17,8,6,3,6,1,2,Yes,24,8958,1312,77,9330,No,0,0.47058823529411764,0.29411764705882354,2.5,1.1088582590019647,0.375,0.75,0,0,0,1,36-45
1264,53,Male,Divorced,Research & Development,Life Sciences,2,Travel_Rarely,29,Manager,2,4,3,2,4,3,3,3,31,18,5,7,12,3,1,No,19,10459,1355,51,9964,No,0,0.5806451612903226,0.0967741935483871,3.0,1.2946582418956851,0.3888888888888889,0.6666666666666666,0,0,0,1,46-55
1265,28,Male,Divorced,Sales,Medical,3,Travel_Rarely,20,Research Director,3,2,4,3,1,2,3,9,10,2,1,0,1,3,0,Yes,13,9820,338,52,17324,Yes,1,0.2,0.9,2.5,0.9550739421317922,0.0,0.5,0,1,0,1,26-35
1266,19,Male,Married,Sales,Life Sciences,4,Travel_Rarely,7,Sales Executive,1,3,4,1,4,2,3,5,0,0,0,0,0,0,1,No,17,4118,392,36,17009,Yes,1,0.0,5.0,2.75,0.7276573779291172,0.0,0.0,0,0,1,0,18-25
1267,20,Male,Married,Research & Development,Medical,4,Travel_Rarely,22,Human Resources,2,3,4,3,3,3,3,3,2,1,0,0,0,2,1,Yes,24,7104,152,88,12679,Yes,1,0.5,1.5,3.25,0.8793624773331052,0.0,0.0,0,0,1,1,18-25
1268,34,Male,Single,Research & Development,Marketing,5,Travel_Frequently,10,Research Director,5,4,2,1,3,3,3,0,16,8,5,2,5,0,1,Yes,21,15879,1037,36,12246,No,0,0.5,0.0,2.25,1.0698454979828274,0.25,0.625,1,0,0,0,26-35
1269,58,Female,Married,Research & Development,Human Resources,2,Travel_Rarely,10,Manufacturing Director,2,4,1,2,1,2,3,6,40,30,9,11,17,1,0,Yes,14,8929,1350,68,20129,No,0,0.75,0.15,1.5,1.1052685191592477,0.36666666666666664,0.5666666666666667,0,1,0,0,56-60
1270,20,Male,Married,Research & Development,Medical,3,Non-Travel,19,Sales Representative,4,2,1,3,3,3,3,3,0,0,0,0,0,4,2,No,20,10828,410,52,15096,No,0,0.0,3.0,2.5,0.8504343403113686,0.0,0.0,0,0,1,1,18-25
1271,33,Female,Married,Research & Development,Human Resources,2,Travel_Rarely,10,Sales Executive,2,4,3,2,3,2,3,2,11,9,7,4,1,3,1,No,22,6275,731,94,2470,No,0,0.8181818181818182,0.18181818181818182,2.5,0.7767454314844081,0.4444444444444444,0.1111111111111111,0,0,0,0,26-35
1272,22,Male,Divorced,Research & Development,Human Resources,1,Travel_Frequently,1,Laboratory Technician,5,2,3,2,2,3,3,4,0,0,0,0,0,3,0,No,15,14671,1088,77,5505,No,0,0.0,4.0,2.5,0.9884566597963385,0.0,0.0,1,1,1,0,18-25
1273,58,Male,Single,Research & Development,Life Sciences,2,Travel_Rarely,29,Sales Executive,4,4,3,3,2,3,3,4,36,14,6,5,10,1,0,No,18,15048,719,34,10279,No,0,0.3888888888888889,0.1111111111111111,2.75,1.181874395364377,0.35714285714285715,0.7142857142857143,0,1,0,1,56-60
1274,47,Male,Married,Research & Development,Life Sciences,2,Travel_Rarely,17,Manager,5,4,1,1,3,2,3,8,25,5,4,1,4,4,0,No,16,18314,1154,73,11909,No,0,0.2,0.32,1.75,1.2339032968107249,0.2,0.8,0,1,0,1,46-55
1275,50,Male,Married,Research & Development,Marketing,3,Travel_Rarely,20,Research Director,3,4,3,4,2,3,3,5,30,26,18,7,17,6,1,No,13,9769,1155,41,20314,No,0,0.8666666666666667,0.16666666666666666,3.0,0.9501137821471973,0.2692307692307692,0.6538461538461539,0,0,0,1,46-55
1276,48,Male,Married,Research & Development,Technical Degree,1,Travel_Rarely,24,Manager,5,1,4,4,4,3,3,7,26,12,7,2,5,5,0,No,24,15642,1137,69,13815,No,0,0.46153846153846156,0.2692307692307692,3.75,1.0538776547293522,0.16666666666666666,0.4166666666666667,0,1,0,1,46-55
1277,46,Female,Single,Research & Development,Medical,4,Travel_Rarely,19,Sales Representative,2,1,3,4,1,3,4,6,28,13,5,1,3,1,1,No,15,9595,1100,47,12667,No,0,0.4642857142857143,0.21428571428571427,2.75,1.1877087514092264,0.07692307692307693,0.23076923076923078,0,0,0,1,46-55
1278,51,Male,Single,Research & Development,Marketing,5,Travel_Rarely,18,Research Scientist,3,4,3,2,2,3,3,8,30,9,6,4,4,4,0,No,15,12926,700,83,4186,No,0,0.3,0.26666666666666666,2.5,1.2571574109975097,0.4444444444444444,0.4444444444444444,0,1,0,1,46-55
1279,18,Male,Divorced,Research & Development,Marketing,5,Travel_Frequently,23,Human Resources,1,1,1,2,4,3,3,0,0,0,0,0,0,1,0,No,12,4408,651,63,3528,Yes,1,0.0,0.0,2.5,0.7789008552480692,0.0,0.0,1,1,1,1,18-25
1280,55,Male,Married,Sales,Technical Degree,1,Travel_Rarely,9,Research Scientist,1,1,2,4,4,2,3,3,32,13,7,2,10,6,0,No,17,6124,949,60,26862,No,0,0.40625,0.09375,3.0,1.0821208796595225,0.15384615384615385,0.7692307692307693,0,1,0,0,46-55
1281,49,Male,Single,Sales,Technical Degree,1,Travel_Rarely,25,Healthcare Representative,4,2,3,3,2,4,3,7,29,9,8,5,4,3,0,No,20,16046,250,92,23530,Yes,1,0.3103448275862069,0.2413793103448276,3.0,1.2602576121754914,0.5555555555555556,0.4444444444444444,0,1,0,1,46-55
1282,49,Male,Single,Research & Development,Life Sciences,5,Travel_Rarely,21,Sales Representative,2,2,3,4,3,4,3,1,30,18,5,8,7,5,0,Yes,25,10685,937,61,2944,No,0,0.6,0.03333333333333333,3.5,1.3226334558423747,0.4444444444444444,0.3888888888888889,0,1,0,1,46-55
1283,34,Male,Married,Sales,Life Sciences,5,Travel_Frequently,6,Research Director,1,1,3,1,1,2,3,4,12,9,5,0,4,3,0,Yes,22,5915,145,46,13346,No,0,0.75,0.3333333333333333,1.75,1.0451902356606917,0.0,0.4444444444444444,1,1,0,0,26-35
1284,52,Male,Single,Research & Development,Life Sciences,3,Travel_Rarely,5,Human Resources,2,1,3,4,1,4,3,4,34,14,4,1,11,4,1,Yes,23,9815,1108,66,24987,No,0,0.4117647058823529,0.11764705882352941,3.0,1.214941260560871,0.07142857142857142,0.7857142857142857,0,0,0,0,46-55
1285,34,Male,Married,Research & Development,Other,2,Travel_Rarely,26,Manager,2,2,3,3,4,3,3,8,12,9,4,2,5,6,1,No,25,8255,947,87,19801,No,0,0.75,0.6666666666666666,3.25,1.0218380138492094,0.2222222222222222,0.5555555555555556,0,0,0,1,26-35
1286,20,Female,Divorced,Sales,Human Resources,3,Travel_Rarely,26,Manager,4,3,2,4,3,2,3,9,0,0,0,0,0,0,1,No,21,9068,798,34,4004,Yes,1,0.0,9.0,2.75,0.7122034168769386,0.0,0.0,0,0,1,1,18-25
1287,57,Female,Single,Research & Development,Technical Degree,3,Travel_Rarely,29,Manufacturing Director,1,3,3,4,1,3,4,1,35,18,6,10,9,6,0,No,23,6522,524,50,12730,No,0,0.5142857142857142,0.02857142857142857,2.75,1.152448134738636,0.5555555555555556,0.5,0,1,0,1,56-60
1288,28,Male,Married,Sales,Life Sciences,5,Travel_Rarely,3,Manager,1,4,2,1,4,1,3,2,9,4,1,1,1,3,1,No,15,3999,810,71,23482,No,0,0.4444444444444444,0.2222222222222222,2.0,0.7066298820637542,0.25,0.25,0,0,0,0,26-35
1289,22,Female,Single,Research & Development,Medical,3,Travel_Rarely,26,Sales Representative,4,4,2,1,2,3,3,7,4,1,0,0,0,0,0,No,21,11216,989,47,9483,No,0,0.25,1.75,2.0,0.8809079757048679,0.0,0.0,0,1,0,1,18-25
1290,44,Female,Single,Research & Development,Life Sciences,1,Travel_Frequently,26,Manager,1,1,2,1,3,4,3,1,23,10,1,2,6,3,1,No,20,7131,1058,83,15706,No,0,0.43478260869565216,0.043478260869565216,2.5,1.2600594371084348,0.2,0.6,1,0,0,1,36-45
1291,28,Male,Divorced,Sales,Medical,4,Travel_Frequently,23,Manager,3,3,3,3,4,3,3,4,8,7,4,0,2,0,1,Yes,17,9787,1392,34,10071,No,0,0.875,0.5,3.25,0.9518644268476426,0.0,0.2857142857142857,1,0,0,1,26-35
1292,54,Female,Married,Sales,Life Sciences,4,Travel_Frequently,15,Manufacturing Director,4,1,4,4,4,3,3,9,34,9,3,2,4,3,1,Yes,20,13820,338,48,6908,No,0,0.2647058823529412,0.2647058823529412,3.75,1.0854269101498997,0.2222222222222222,0.4444444444444444,1,0,0,1,46-55
1293,37,Female,Divorced,Research & Development,Technical Degree,2,Travel_Rarely,15,Research Scientist,3,2,3,1,1,2,3,9,18,17,1,2,7,3,1,No,21,11344,161,71,23499,No,0,0.9444444444444444,0.5,1.75,1.103295193436156,0.11764705882352941,0.4117647058823529,0,0,0,1,36-45
1294,18,Female,Single,Research & Development,Life Sciences,1,Travel_Rarely,13,Sales Executive,1,2,1,1,2,3,3,9,0,0,0,0,0,2,0,No,17,3959,1013,90,7783,Yes,1,0.0,9.0,1.75,0.6995618162266574,0.0,0.0,0,1,1,0,18-25
1295,58,Female,Married,Sales,Marketing,1,Travel_Rarely,1,Manufacturing Director,4,3,3,2,2,3,3,1,36,17,4,7,9,3,0,No,23,13987,328,55,16576,No,0,0.4722222222222222,0.027777777777777776,2.5,1.0985431398166894,0.4117647058823529,0.5294117647058824,0,1,0,0,56-60
1296,40,Male,Married,Human Resources,Other,5,Travel_Rarely,15,Manufacturing Director,1,2,2,2,4,2,4,1,17,11,1,5,7,4,3,No,11,5762,307,48,10790,No,0,0.6470588235294118,0.058823529411764705,2.5,1.0181548838337964,0.45454545454545453,0.6363636363636364,0,0,0,1,36-45
1297,29,Male,Married,Sales,Marketing,3,Travel_Rarely,7,Manager,2,4,1,1,4,3,3,1,9,7,5,0,1,5,0,Yes,15,7077,484,95,17330,Yes,1,0.7777777777777778,0.1111111111111111,2.25,0.8760203057554034,0.0,0.14285714285714285,0,1,0,0,26-35
1298,47,Male,Divorced,Research & Development,Life Sciences,3,Travel_Rarely,6,Human Resources,1,2,1,3,3,3,4,7,29,9,4,2,2,2,0,No,16,6982,1114,66,21850,No,0,0.3103448275862069,0.2413793103448276,2.5,1.2337308918652492,0.2222222222222222,0.2222222222222222,0,1,0,0,46-55
1299,40,Male,Single,Sales,Human Resources,5,Travel_Rarely,2,Sales Representative,3,4,4,4,1,3,3,1,22,6,2,2,4,0,0,No,23,11804,187,44,15815,No,0,0.2727272727272727,0.045454545454545456,3.0,1.1480338913364232,0.3333333333333333,0.6666666666666666,0,1,0,0,36-45
